date,datetime,cash_type,card,money,coffee_name
2024-06-25,29:42.4,card,ANON-0000-0000-0040,32.82,Americano with Milk
2024-06-25,34:52.3,card,ANON-0000-0000-0203,37.72,Cappuccino
2024-06-26,33:01.7,card,ANON-0000-0000-0323,37.72,Latte
2024-06-26,32:29.5,card,ANON-0000-0000-0324,23.02,Espresso
2024-06-26,34:01.6,card,ANON-0000-0000-0325,27.92,Americano
2024-06-26,21:53.3,card,ANON-0000-0000-0009,37.72,Latte
2024-06-26,27:00.8,card,ANON-0000-0000-0009,37.72,Cappuccino
2024-06-26,28:14.6,card,ANON-0000-0000-0206,32.82,Americano with Milk
2024-06-27,15:43.2,card,ANON-0000-0000-0326,32.82,Americano with Milk
2024-06-27,11:48.0,card,ANON-0000-0000-0327,27.92,Cortado
2024-06-27,44:03.4,card,ANON-0000-0000-0328,32.82,Americano with Milk
2024-06-27,50:31.6,card,ANON-0000-0000-0329,37.72,Cappuccino
2024-06-28,08:35.0,card,ANON-0000-0000-0141,27.92,Cortado
2024-06-28,51:54.0,card,ANON-0000-0000-0274,23.02,Espresso
2024-06-28,50:55.4,card,ANON-0000-0000-0330,32.82,Americano with Milk
2024-06-28,52:01.9,card,ANON-0000-0000-0331,37.72,Latte
2024-06-28,28:20.0,card,ANON-0000-0000-0332,37.72,Cappuccino
2024-06-29,47:10.3,card,ANON-0000-0000-0097,32.82,Americano with Milk
2024-06-29,40:19.6,card,ANON-0000-0000-0333,32.82,Americano with Milk
2024-06-29,41:26.6,card,ANON-0000-0000-0333,32.82,Americano with Milk
2024-06-29,30:24.4,card,ANON-0000-0000-0334,37.72,Cappuccino
2024-06-29,31:42.6,card,ANON-0000-0000-0334,37.72,Cappuccino
2024-06-29,23:43.6,card,ANON-0000-0000-0335,37.72,Cappuccino
2024-06-29,24:52.4,card,ANON-0000-0000-0335,37.72,Hot Chocolate
2024-06-29,27:22.4,card,ANON-0000-0000-0009,37.72,Latte
2024-06-30,28:09.8,card,ANON-0000-0000-0336,37.72,Latte
2024-06-30,05:50.6,card,ANON-0000-0000-0337,23.02,Espresso
2024-06-30,54:41.7,card,ANON-0000-0000-0009,37.72,Hot Chocolate
2024-06-30,04:09.7,card,ANON-0000-0000-0097,32.82,Americano with Milk
2024-07-01,07:26.8,card,ANON-0000-0000-0012,23.02,Espresso
2024-07-01,56:51.8,card,ANON-0000-0000-0338,37.72,Cappuccino
2024-07-01,57:54.3,card,ANON-0000-0000-0339,37.72,Cappuccino
2024-07-02,42:54.1,card,ANON-0000-0000-0304,32.82,Americano with Milk
2024-07-02,45:00.6,card,ANON-0000-0000-0304,27.92,Americano
2024-07-02,48:05.2,card,ANON-0000-0000-0019,37.72,Latte
2024-07-02,03:13.2,card,ANON-0000-0000-0340,27.92,Americano
2024-07-02,31:24.3,card,ANON-0000-0000-0341,32.82,Americano with Milk
2024-07-02,02:23.6,card,ANON-0000-0000-0329,32.82,Americano with Milk
2024-07-03,51:14.9,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-07-03,01:16.6,card,ANON-0000-0000-0342,37.72,Cappuccino
2024-07-03,50:25.2,card,ANON-0000-0000-0343,37.72,Cappuccino
2024-07-03,53:15.6,card,ANON-0000-0000-0270,32.82,Americano with Milk
2024-07-03,54:22.9,card,ANON-0000-0000-0344,32.82,Americano with Milk
2024-07-03,55:31.4,card,ANON-0000-0000-0270,37.72,Latte
2024-07-03,59:25.6,card,ANON-0000-0000-0345,23.02,Espresso
2024-07-03,59:01.8,card,ANON-0000-0000-0346,37.72,Cappuccino
2024-07-03,06:09.1,card,ANON-0000-0000-0009,37.72,Latte
2024-07-04,26:23.7,card,ANON-0000-0000-0143,32.82,Americano with Milk
2024-07-04,27:30.3,card,ANON-0000-0000-0012,27.92,Americano
2024-07-05,20:28.7,card,ANON-0000-0000-0058,37.72,Cocoa
2024-07-05,43:43.1,card,ANON-0000-0000-0040,32.82,Americano with Milk
2024-07-05,44:43.8,card,ANON-0000-0000-0347,32.82,Americano with Milk
2024-07-05,55:56.3,card,ANON-0000-0000-0348,23.02,Espresso
2024-07-05,55:07.8,card,ANON-0000-0000-0099,27.92,Americano
2024-07-05,11:56.5,card,ANON-0000-0000-0349,23.02,Espresso
2024-07-05,18:03.3,card,ANON-0000-0000-0350,27.92,Americano
2024-07-05,18:56.9,card,ANON-0000-0000-0350,27.92,Americano
2024-07-05,20:01.1,card,ANON-0000-0000-0351,37.72,Cappuccino
2024-07-05,21:09.5,card,ANON-0000-0000-0351,32.82,Americano with Milk
2024-07-06,28:06.8,card,ANON-0000-0000-0352,37.72,Latte
2024-07-06,15:46.0,card,ANON-0000-0000-0009,32.82,Latte
2024-07-06,17:01.0,card,ANON-0000-0000-0009,32.82,Latte
2024-07-06,09:46.1,card,ANON-0000-0000-0012,32.82,Latte
2024-07-06,10:39.6,card,ANON-0000-0000-0012,27.92,Americano with Milk
2024-07-07,04:20.2,card,ANON-0000-0000-0303,32.82,Cappuccino
2024-07-07,14:29.2,card,ANON-0000-0000-0353,27.92,Americano with Milk
2024-07-07,15:36.8,card,ANON-0000-0000-0353,27.92,Americano with Milk
2024-07-07,28:48.9,card,ANON-0000-0000-0354,32.82,Cappuccino
2024-07-07,29:56.2,card,ANON-0000-0000-0354,32.82,Cappuccino
2024-07-07,56:30.2,card,ANON-0000-0000-0355,32.82,Hot Chocolate
2024-07-07,57:47.4,card,ANON-0000-0000-0355,32.82,Cocoa
2024-07-07,07:50.3,card,ANON-0000-0000-0356,32.82,Latte
2024-07-07,33:27.2,card,ANON-0000-0000-0357,32.82,Cappuccino
2024-07-07,01:31.7,card,ANON-0000-0000-0358,32.82,Hot Chocolate
2024-07-07,33:36.3,card,ANON-0000-0000-0359,27.92,Americano with Milk
2024-07-08,33:07.7,card,ANON-0000-0000-0360,32.82,Latte
2024-07-08,02:50.4,card,ANON-0000-0000-0361,23.02,Americano
2024-07-08,40:24.3,card,ANON-0000-0000-0362,23.02,Americano
2024-07-08,30:35.0,card,ANON-0000-0000-0363,27.92,Americano with Milk
2024-07-08,14:46.2,card,ANON-0000-0000-0019,32.82,Latte
2024-07-09,26:52.1,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-07-09,40:28.8,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-09,21:36.1,card,ANON-0000-0000-0194,27.92,Americano with Milk
2024-07-09,22:49.9,card,ANON-0000-0000-0194,32.82,Cappuccino
2024-07-09,42:59.5,card,ANON-0000-0000-0364,27.92,Americano with Milk
2024-07-10,10:41.7,card,ANON-0000-0000-0365,23.02,Americano
2024-07-10,28:53.7,card,ANON-0000-0000-0366,27.92,Americano with Milk
2024-07-10,13:10.0,card,ANON-0000-0000-0328,32.82,Latte
2024-07-11,27:27.6,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024-07-11,48:18.7,card,ANON-0000-0000-0368,27.92,Americano with Milk
2024-07-11,22:13.6,card,ANON-0000-0000-0369,32.82,Latte
2024-07-11,30:58.5,card,ANON-0000-0000-0370,23.02,Americano
2024-07-12,03:17.5,card,ANON-0000-0000-0371,23.02,Cortado
2024-07-12,48:33.4,card,ANON-0000-0000-0372,32.82,Hot Chocolate
2024-07-12,33:25.6,card,ANON-0000-0000-0178,32.82,Hot Chocolate
2024-07-12,34:14.3,card,ANON-0000-0000-0177,32.82,Hot Chocolate
2024-07-12,35:29.5,card,ANON-0000-0000-0179,32.82,Hot Chocolate
2024-07-13,38:10.3,card,ANON-0000-0000-0365,32.82,Latte
2024-07-13,41:38.1,card,ANON-0000-0000-0365,32.82,Latte
2024-07-14,54:24.3,card,ANON-0000-0000-0373,23.02,Americano
2024-07-14,55:30.5,card,ANON-0000-0000-0373,27.92,Americano with Milk
2024-07-14,56:30.3,card,ANON-0000-0000-0373,32.82,Cappuccino
2024-07-14,57:54.1,card,ANON-0000-0000-0374,32.82,Latte
2024-07-14,02:11.8,card,ANON-0000-0000-0375,23.02,Americano
2024-07-14,31:30.0,card,ANON-0000-0000-0376,32.82,Latte
2024-07-15,33:05.6,card,ANON-0000-0000-0377,32.82,Cappuccino
2024-07-16,23:37.5,card,ANON-0000-0000-0378,27.92,Americano with Milk
2024-07-16,29:25.5,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024-07-17,04:59.7,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024-07-18,10:13.4,card,ANON-0000-0000-0380,27.92,Americano with Milk
2024-07-18,11:23.4,card,ANON-0000-0000-0381,18.12,Espresso
2024-07-18,32:59.6,card,ANON-0000-0000-0059,23.02,Americano
2024-07-18,34:48.4,card,ANON-0000-0000-0059,23.02,Americano
2024-07-18,35:51.5,card,ANON-0000-0000-0059,23.02,Cortado
2024-07-18,23:33.8,card,ANON-0000-0000-0375,32.82,Latte
2024-07-18,18:23.4,card,ANON-0000-0000-0382,32.82,Cappuccino
2024-07-18,30:50.6,card,ANON-0000-0000-0009,32.82,Latte
2024-07-18,19:41.8,card,ANON-0000-0000-0383,32.82,Hot Chocolate
2024-07-18,21:59.9,card,ANON-0000-0000-0383,32.82,Latte
2024-07-18,46:18.7,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,03:02.3,card,ANON-0000-0000-0375,23.02,Americano
2024-07-19,16:20.5,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-19,58:37.6,card,ANON-0000-0000-0386,32.82,Latte
2024-07-19,59:55.4,card,ANON-0000-0000-0386,27.92,Americano with Milk
2024-07-19,09:20.7,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,11:22.1,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-19,36:19.3,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,37:35.8,card,ANON-0000-0000-0384,32.82,Latte
2024-07-20,05:44.5,card,ANON-0000-0000-0387,23.02,Americano
2024-07-20,06:48.7,card,ANON-0000-0000-0387,32.82,Latte
2024-07-20,07:51.4,card,ANON-0000-0000-0387,23.02,Americano
2024-07-20,00:53.6,card,ANON-0000-0000-0388,32.82,Latte
2024-07-20,02:27.8,card,ANON-0000-0000-0389,32.82,Latte
2024-07-20,39:21.0,card,ANON-0000-0000-0390,23.02,Americano
2024-07-20,15:09.2,card,ANON-0000-0000-0391,32.82,Latte
2024-07-21,30:55.8,card,ANON-0000-0000-0367,32.82,Cocoa
2024-07-21,39:28.8,card,ANON-0000-0000-0392,32.82,Cappuccino
2024-07-21,34:30.8,card,ANON-0000-0000-0393,23.02,Cortado
2024-07-21,42:31.4,card,ANON-0000-0000-0394,32.82,Latte
2024-07-22,13:23.1,card,ANON-0000-0000-0375,23.02,Americano
2024-07-22,40:49.6,card,ANON-0000-0000-0395,23.02,Americano
2024-07-22,15:37.3,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-22,44:37.6,card,ANON-0000-0000-0396,32.82,Latte
2024-07-23,12:56.2,card,ANON-0000-0000-0197,32.82,Latte
2024-07-23,40:19.0,card,ANON-0000-0000-0395,23.02,Americano
2024-07-23,44:53.8,card,ANON-0000-0000-0397,27.92,Americano with Milk
2024-07-23,49:25.1,card,ANON-0000-0000-0398,32.82,Cocoa
2024-07-23,51:10.4,card,ANON-0000-0000-0399,32.82,Latte
2024-07-23,01:45.7,card,ANON-0000-0000-0375,23.02,Americano
2024-07-23,03:36.5,card,ANON-0000-0000-0400,27.92,Americano with Milk
2024-07-23,20:05.0,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-07-23,21:01.3,card,ANON-0000-0000-0401,32.82,Latte
2024-07-23,01:40.6,card,ANON-0000-0000-0009,32.82,Latte
2024-07-23,23:13.5,card,ANON-0000-0000-0012,23.02,Americano
2024-07-23,24:22.6,card,ANON-0000-0000-0012,23.02,Americano
2024-07-24,16:09.8,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-24,38:55.0,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-24,54:37.5,card,ANON-0000-0000-0402,18.12,Espresso
2024-07-24,43:53.1,card,ANON-0000-0000-0379,32.82,Cappuccino
2024-07-24,55:13.8,card,ANON-0000-0000-0399,32.82,Latte
2024-07-24,45:49.8,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-24,18:30.5,card,ANON-0000-0000-0009,32.82,Latte
2024-07-24,15:05.7,card,ANON-0000-0000-0205,32.82,Cappuccino
2024-07-24,16:59.8,card,ANON-0000-0000-0205,32.82,Cappuccino
2024-07-24,17:36.8,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-07-24,18:41.3,card,ANON-0000-0000-0040,23.02,Americano
2024-07-24,25:17.5,card,ANON-0000-0000-0012,23.02,Americano
2024-07-25,54:47.9,card,ANON-0000-0000-0012,23.02,Americano
2024-07-25,49:18.4,card,ANON-0000-0000-0399,32.82,Latte
2024-07-25,29:44.6,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-25,26:04.7,card,ANON-0000-0000-0375,23.02,Americano
2024-07-25,25:06.5,card,ANON-0000-0000-0403,32.82,Cappuccino
2024-07-25,21:00.8,card,ANON-0000-0000-0257,32.82,Cappuccino
2024-07-25,06:01.3,card,ANON-0000-0000-0404,23.02,Cortado
2024-07-25,06:50.0,card,ANON-0000-0000-0404,18.12,Espresso
2024-07-25,38:51.3,card,ANON-0000-0000-0328,23.02,Cortado
2024-07-25,39:46.8,card,ANON-0000-0000-0405,32.82,Cocoa
2024-07-26,33:01.3,card,ANON-0000-0000-0406,32.82,Latte
2024-07-26,19:37.4,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-26,20:34.3,card,ANON-0000-0000-0059,18.12,Espresso
2024-07-26,33:11.5,card,ANON-0000-0000-0407,23.02,Cortado
2024-07-26,34:16.6,card,ANON-0000-0000-0407,23.02,Cortado
2024-07-26,59:07.9,card,ANON-0000-0000-0408,32.82,Latte
2024-07-26,00:02.7,card,ANON-0000-0000-0408,32.82,Latte
2024-07-26,47:13.9,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-26,07:01.7,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024-07-26,28:08.0,card,ANON-0000-0000-0339,32.82,Cappuccino
2024-07-26,29:17.7,card,ANON-0000-0000-0339,32.82,Cappuccino
2024-07-26,09:56.1,card,ANON-0000-0000-0409,32.82,Latte
2024-07-26,23:29.3,card,ANON-0000-0000-0410,23.02,Americano
2024-07-26,58:29.2,card,ANON-0000-0000-0411,32.82,Cappuccino
2024-07-26,15:09.6,card,ANON-0000-0000-0009,32.82,Latte
2024-07-26,49:52.3,card,ANON-0000-0000-0412,27.92,Americano with Milk
2024-07-27,09:16.5,card,ANON-0000-0000-0097,32.82,Cappuccino
2024-07-27,55:31.4,card,ANON-0000-0000-0413,27.92,Americano with Milk
2024-07-27,25:10.1,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024-07-27,26:13.2,card,ANON-0000-0000-0040,18.12,Espresso
2024-07-27,33:23.1,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024-07-27,28:41.9,card,ANON-0000-0000-0225,18.12,Espresso
2024-07-27,51:53.2,card,ANON-0000-0000-0077,32.82,Latte
2024-07-27,02:33.4,card,ANON-0000-0000-0414,32.82,Cappuccino
2024-07-27,03:39.1,card,ANON-0000-0000-0415,32.82,Cappuccino
2024-07-27,09:00.4,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024-07-27,10:08.1,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024-07-27,55:20.2,card,ANON-0000-0000-0009,32.82,Latte
2024-07-27,56:23.9,card,ANON-0000-0000-0417,32.82,Cappuccino
2024-07-28,07:25.9,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-28,17:54.2,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-28,18:52.2,card,ANON-0000-0000-0276,32.82,Latte
2024-07-29,12:06.4,card,ANON-0000-0000-0418,32.82,Latte
2024-07-29,04:48.0,card,ANON-0000-0000-0012,23.02,Americano
2024-07-29,15:46.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-29,19:44.1,card,ANON-0000-0000-0003,23.02,Americano
2024-07-29,51:24.7,card,ANON-0000-0000-0419,27.92,Americano with Milk
2024-07-29,58:29.6,card,ANON-0000-0000-0420,32.82,Cappuccino
2024-07-29,43:44.0,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024-07-29,44:55.8,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024-07-29,06:31.1,card,ANON-0000-0000-0422,32.82,Cappuccino
2024-07-29,30:16.3,card,ANON-0000-0000-0099,23.02,Americano
2024-07-29,57:34.4,card,ANON-0000-0000-0328,32.82,Cocoa
2024-07-30,41:10.9,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-07-30,05:07.2,card,ANON-0000-0000-0424,23.02,Cortado
2024-07-30,20:51.1,card,ANON-0000-0000-0425,32.82,Cappuccino
2024-07-30,13:43.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,17:11.1,card,ANON-0000-0000-0141,23.02,Cortado
2024-07-30,19:34.2,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-30,23:20.1,card,ANON-0000-0000-0250,32.82,Latte
2024-07-30,12:07.4,card,ANON-0000-0000-0426,23.02,Americano
2024-07-30,13:16.2,card,ANON-0000-0000-0426,18.12,Espresso
2024-07-30,14:41.7,card,ANON-0000-0000-0427,27.92,Americano with Milk
2024-07-30,16:01.6,card,ANON-0000-0000-0428,27.92,Americano with Milk
2024-07-30,30:34.7,card,ANON-0000-0000-0429,27.92,Americano with Milk
2024-07-30,31:40.8,card,ANON-0000-0000-0430,27.92,Americano with Milk
2024-07-30,08:07.5,card,ANON-0000-0000-0431,32.82,Latte
2024-07-30,16:09.6,card,ANON-0000-0000-0432,27.92,Americano with Milk
2024-07-30,08:52.9,card,ANON-0000-0000-0433,23.02,Cortado
2024-07-30,09:43.6,card,ANON-0000-0000-0433,27.92,Americano with Milk
2024-07-30,24:19.9,card,ANON-0000-0000-0434,18.12,Espresso
2024-07-30,53:51.9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,54:46.3,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,57:02.3,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024-07-30,33:19.2,card,ANON-0000-0000-0435,32.82,Latte
2024-07-30,15:21.5,card,ANON-0000-0000-0436,23.02,Americano
2024-07-30,16:19.3,card,ANON-0000-0000-0436,32.82,Cappuccino
2024-07-31,59:52.1,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-07-31,37:41.9,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024-07-31,38:38.2,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024-07-31,54:45.3,card,ANON-0000-0000-0388,23.02,Americano
2024-07-31,55:45.1,card,ANON-0000-0000-0388,23.02,Americano
2024-07-31,58:15.9,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-31,11:42.6,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-31,14:00.3,card,ANON-0000-0000-0384,32.82,Latte
2024-07-31,24:49.4,card,ANON-0000-0000-0438,27.92,Americano with Milk
2024-07-31,48:06.8,card,ANON-0000-0000-0439,23.02,Cortado
2024-07-31,04:15.0,card,ANON-0000-0000-0440,32.82,Latte
2024-07-31,22:38.9,card,ANON-0000-0000-0441,23.02,Cortado
2024-07-31,28:45.1,card,ANON-0000-0000-0009,32.82,Latte
2024-07-31,46:42.4,card,ANON-0000-0000-0442,32.82,Cocoa
2024-07-31,50:07.4,card,ANON-0000-0000-0443,23.02,Cortado
2024-07-31,51:10.4,card,ANON-0000-0000-0443,32.82,Latte
2024-07-31,52:14.8,card,ANON-0000-0000-0153,32.82,Cappuccino
2024-07-31,53:35.1,card,ANON-0000-0000-0443,23.02,Cortado
2024-07-31,59:25.0,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-07-31,26:26.0,card,ANON-0000-0000-0444,32.82,Latte
2024-07-31,54:11.8,card,ANON-0000-0000-0445,32.82,Latte
2024-07-31,55:16.6,card,ANON-0000-0000-0446,32.82,Latte
2024-08-01,31:00.1,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-08-01,25:20.1,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-08-01,04:14.1,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-01,22:46.4,card,ANON-0000-0000-0447,27.92,Americano with Milk
2024-08-01,22:46.6,card,ANON-0000-0000-0448,23.02,Cortado
2024-08-01,23:37.3,card,ANON-0000-0000-0448,32.82,Cappuccino
2024-08-01,49:07.3,card,ANON-0000-0000-0449,32.82,Cappuccino
2024-08-01,43:43.8,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-08-01,24:00.7,card,ANON-0000-0000-0450,27.92,Americano with Milk
2024-08-01,26:07.3,card,ANON-0000-0000-0450,23.02,Americano
2024-08-01,23:35.2,card,ANON-0000-0000-0451,23.02,Americano
2024-08-01,41:28.1,card,ANON-0000-0000-0452,32.82,Cappuccino
2024-08-02,01:54.2,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024-08-02,35:02.9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-02,09:19.5,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-02,08:35.3,card,ANON-0000-0000-0454,27.92,Americano with Milk
2024-08-02,23:04.4,card,ANON-0000-0000-0009,32.82,Latte
2024-08-03,53:46.7,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-03,37:19.2,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-08-03,38:41.0,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-08-03,12:25.6,card,ANON-0000-0000-0304,27.92,Americano with Milk
2024-08-03,20:26.6,card,ANON-0000-0000-0455,23.02,Cortado
2024-08-03,21:22.0,card,ANON-0000-0000-0455,23.02,Cortado
2024-08-03,56:36.6,card,ANON-0000-0000-0040,18.12,Espresso
2024-08-03,57:31.3,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-03,03:35.8,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-03,53:59.9,card,ANON-0000-0000-0322,27.92,Americano with Milk
2024-08-03,38:42.0,card,ANON-0000-0000-0456,32.82,Cappuccino
2024-08-03,30:49.0,card,ANON-0000-0000-0457,32.82,Latte
2024-08-03,33:06.3,card,ANON-0000-0000-0457,32.82,Latte
2024-08-04,18:37.3,card,ANON-0000-0000-0458,32.82,Cappuccino
2024-08-04,37:51.1,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-04,50:54.6,card,ANON-0000-0000-0258,32.82,Cappuccino
2024-08-04,52:33.0,card,ANON-0000-0000-0258,27.92,Americano with Milk
2024-08-04,33:52.1,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-08-04,35:05.9,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-08-05,50:05.8,card,ANON-0000-0000-0459,23.02,Cortado
2024-08-05,19:19.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-05,20:47.4,card,ANON-0000-0000-0375,23.02,Cortado
2024-08-05,45:22.5,card,ANON-0000-0000-0460,32.82,Cappuccino
2024-08-05,05:57.7,card,ANON-0000-0000-0461,32.82,Latte
2024-08-05,07:18.8,card,ANON-0000-0000-0461,32.82,Latte
2024-08-05,44:24.5,card,ANON-0000-0000-0462,32.82,Latte
2024-08-05,45:32.1,card,ANON-0000-0000-0462,27.92,Americano with Milk
2024-08-05,20:02.7,card,ANON-0000-0000-0019,32.82,Latte
2024-08-05,34:51.5,card,ANON-0000-0000-0009,32.82,Latte
2024-08-05,49:30.9,card,ANON-0000-0000-0463,32.82,Cocoa
2024-08-05,50:21.9,card,ANON-0000-0000-0463,32.82,Cocoa
2024-08-05,43:48.2,card,ANON-0000-0000-0464,27.92,Americano with Milk
2024-08-06,21:03.3,card,ANON-0000-0000-0375,23.02,Cortado
2024-08-06,32:32.3,card,ANON-0000-0000-0465,32.82,Hot Chocolate
2024-08-06,40:49.2,card,ANON-0000-0000-0466,32.82,Cappuccino
2024-08-06,42:52.7,card,ANON-0000-0000-0466,32.82,Latte
2024-08-06,44:05.1,card,ANON-0000-0000-0466,32.82,Cocoa
2024-08-06,04:04.5,card,ANON-0000-0000-0019,32.82,Latte
2024-08-06,05:23.1,card,ANON-0000-0000-0467,27.92,Americano with Milk
2024-08-06,04:27.1,card,ANON-0000-0000-0468,32.82,Latte
2024-08-07,55:48.5,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024-08-07,12:26.8,card,ANON-0000-0000-0003,23.02,Americano
2024-08-07,13:40.7,card,ANON-0000-0000-0003,23.02,Americano
2024-08-07,11:16.2,card,ANON-0000-0000-0469,18.12,Espresso
2024-08-07,19:01.7,card,ANON-0000-0000-0470,23.02,Americano
2024-08-07,36:22.7,card,ANON-0000-0000-0009,32.82,Latte
2024-08-07,40:09.3,card,ANON-0000-0000-0442,32.82,Cocoa
2024-08-07,18:12.0,card,ANON-0000-0000-0328,32.82,Cappuccino
2024-08-07,28:56.7,card,ANON-0000-0000-0471,32.82,Latte
2024-08-07,32:16.0,card,ANON-0000-0000-0472,32.82,Latte
2024-08-08,46:36.2,card,ANON-0000-0000-0141,18.12,Espresso
2024-08-08,47:28.7,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-08,27:05.4,card,ANON-0000-0000-0420,27.92,Americano with Milk
2024-08-08,43:19.6,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-08,44:15.0,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-08,57:53.3,card,ANON-0000-0000-0473,32.82,Cappuccino
2024-08-08,17:51.7,card,ANON-0000-0000-0474,32.82,Cappuccino
2024-08-08,25:59.3,card,ANON-0000-0000-0311,27.92,Americano with Milk
2024-08-09,35:22.3,card,ANON-0000-0000-0475,32.82,Latte
2024-08-09,53:34.6,card,ANON-0000-0000-0476,23.02,Americano
2024-08-09,13:07.5,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-09,26:47.2,card,ANON-0000-0000-0311,27.92,Americano with Milk
2024-08-09,28:08.7,card,ANON-0000-0000-0475,32.82,Latte
2024-08-09,29:48.7,card,ANON-0000-0000-0477,23.02,Americano
2024-08-09,56:27.7,card,ANON-0000-0000-0478,23.02,Americano
2024-08-09,03:06.6,card,ANON-0000-0000-0479,32.82,Hot Chocolate
2024-08-10,36:44.6,card,ANON-0000-0000-0480,32.82,Cappuccino
2024-08-10,37:57.1,card,ANON-0000-0000-0480,27.92,Americano with Milk
2024-08-10,45:09.0,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-10,52:33.8,card,ANON-0000-0000-0012,23.02,Cortado
2024-08-10,54:23.5,card,ANON-0000-0000-0012,23.02,Americano
2024-08-10,15:10.9,card,ANON-0000-0000-0481,32.82,Latte
2024-08-10,33:12.5,card,ANON-0000-0000-0463,27.92,Americano with Milk
2024-08-10,06:12.1,card,ANON-0000-0000-0009,32.82,Latte
2024-08-10,16:48.6,card,ANON-0000-0000-0482,32.82,Cocoa
2024-08-10,17:41.1,card,ANON-0000-0000-0482,32.82,Cocoa
2024-08-10,37:41.5,card,ANON-0000-0000-0442,32.82,Cocoa
2024-08-11,52:36.6,card,ANON-0000-0000-0440,32.82,Latte
2024-08-11,53:43.6,card,ANON-0000-0000-0440,32.82,Latte
2024-08-11,17:23.6,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024-08-11,56:41.1,card,ANON-0000-0000-0480,32.82,Cappuccino
2024-08-11,57:41.3,card,ANON-0000-0000-0480,27.92,Americano with Milk
2024-08-11,20:19.6,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-11,53:51.6,card,ANON-0000-0000-0483,32.82,Latte
